Gene	sgRNA	Rep1|beta	Rep1|z	Rep1|p-value	Rep1|fdr	Rep1|wald-p-value	Rep1|wald-fdr	Rep2|beta	Rep2|z	Rep2|p-value	Rep2|fdr	Rep2|wald-p-value	Rep2|wald-fdr
EFCAB6	6	-0.16042	-1.0319	0.091361	0.25176	0.30213	0.9996	-0.11658	-0.7488	0.33066	0.51029	0.45398	0.81154
OR2D3	6	0.12803	0.65479	0.14069	0.32435	0.5126	0.9996	0.22424	1.144	0.042661	0.1483	0.25262	0.73885
ANXA6	6	0.14799	0.77582	0.089719	0.24903	0.43786	0.9996	0.0087878	0.045782	0.91589	0.95266	0.96348	0.99011
BNC2	6	-0.029108	-0.16045	0.80153	0.89362	0.87253	0.9996	-0.41725	-2.3022	0.00082134	0.011549	0.021323	0.6378
CTNNA1	6	0.12252	0.80142	0.15649	0.34497	0.42289	0.9996	0.14436	0.94185	0.1904	0.36477	0.34627	0.7726
GLS2	6	0.10947	0.82458	0.2034	0.40442	0.40961	0.9996	-0.075084	-0.56525	0.53314	0.6875	0.5719	0.85229
YARS	6	-0.22006	-0.82476	0.018987	0.09569	0.40951	0.9996	0.21346	0.80508	0.054112	0.17104	0.42077	0.79894
KLRC4	6	0.10821	0.9178	0.20847	0.41101	0.35872	0.9996	-0.30593	-2.5656	0.011644	0.06482	0.0103	0.60677
SLC39A8	6	-0.06971	-0.34579	0.48043	0.6704	0.7295	0.9996	0.41358	2.0651	0.00019326	0.0046296	0.03891	0.64072
C17orf78	6	0.22127	1.4928	0.012465	0.073916	0.13549	0.9996	0.26191	1.7625	0.01662	0.081439	0.077984	0.65528
EPHA3	6	-0.12184	-0.72479	0.20587	0.40732	0.46858	0.9996	-0.06596	-0.39069	0.58701	0.73005	0.69603	0.89905
ZBBX	6	-0.29441	-1.7801	0.0020292	0.024194	0.075053	0.9996	-0.0089699	-0.054255	0.96043	0.97734	0.95673	0.98858
PURA	6	0.14645	0.90155	0.093149	0.25489	0.36729	0.9996	0.05855	0.35902	0.58353	0.7279	0.71958	0.90855
SLC17A5	6	-0.2504	-1.1006	0.0085516	0.060245	0.27109	0.9996	-0.03833	-0.16847	0.76056	0.85619	0.86621	0.96114
AMER2	6	0.36415	1.4315	0.00019326	0.0058224	0.15228	0.9996	0.019063	0.073984	0.84385	0.90836	0.94102	0.98372
ZNF700	6	0.2292	1.4016	0.0098077	0.064588	0.16102	0.9996	0.025182	0.15323	0.80249	0.88267	0.87822	0.9644
hsa-mir-4320	4	0.043736	0.35119	0.64011	0.79117	0.72545	0.9996	0.14274	1.145	0.28839	0.47019	0.25222	0.73859
FNDC1	6	-0.008227	-0.049945	0.9828	0.99253	0.96017	0.9996	-0.20169	-1.2175	0.091603	0.23433	0.22343	0.73278
FHOD3	6	0.0034189	0.019755	0.9111	0.9545	0.98424	0.9996	0.30071	1.7391	0.0064257	0.046618	0.082021	0.65665
ZWINT	6	0.13464	0.77762	0.1217	0.29881	0.43679	0.9996	0.30246	1.7461	0.0062325	0.045875	0.080787	0.65665
ARHGDIB	6	0.14199	0.90155	0.10339	0.27061	0.3673	0.9996	0.32774	2.0806	0.002464	0.024355	0.037471	0.64072
FAM69C	6	-0.091932	-0.49506	0.3439	0.55277	0.62056	0.9996	0.39329	2.1354	0.00028988	0.0056764	0.032726	0.64072
LARGE	6	0.045782	0.21222	0.56914	0.74121	0.83194	0.9996	0.075457	0.34817	0.48546	0.6473	0.72771	0.91164
XAGE3	6	0.036418	0.11069	0.63992	0.79117	0.91186	0.9996	-0.17837	-0.53515	0.13663	0.29747	0.59254	0.85988
MYH10	6	0.26468	1.2013	0.0029955	0.030754	0.22962	0.9996	0.0798	0.35906	0.46227	0.62789	0.71955	0.90855
SYNJ1	6	0.036303	0.20782	0.64088	0.79161	0.83537	0.9996	0.007314	0.041664	0.92526	0.95765	0.96677	0.99063
EGFL7	6	-0.12584	-0.61591	0.18958	0.3874	0.53795	0.9996	0.058445	0.28598	0.58416	0.72846	0.7749	0.93004
PRCP	6	0.23428	1.0821	0.0085999	0.060483	0.27921	0.9996	0.15749	0.72094	0.15489	0.32054	0.47095	0.81744
CALML6	6	0.082097	0.504	0.33298	0.54195	0.61426	0.9996	0.31708	1.9464	0.0035752	0.031787	0.051612	0.64072
ACTL7B	6	-0.069819	-0.37988	0.47951	0.6697	0.70403	0.9996	0.21998	1.1981	0.046864	0.15706	0.23089	0.73289
PODXL2	6	-0.13072	-1.0857	0.17272	0.36685	0.27761	0.9996	0.068605	0.56977	0.52561	0.68113	0.56884	0.85148
TRAF6	6	0.24895	1.5104	0.0050246	0.042763	0.13094	0.9996	0.21525	1.304	0.052034	0.16705	0.19225	0.71835
STON1	6	-0.10555	-0.83355	0.27616	0.4883	0.40454	0.9996	-0.34441	-2.6927	0.0057493	0.044041	0.0070874	0.57842
SHISA4	6	-0.17077	-0.74433	0.072857	0.22157	0.45668	0.9996	-0.15303	-0.66261	0.20253	0.37892	0.50758	0.82941
DCAF16	6	0.10908	0.76462	0.20504	0.40661	0.4445	0.9996	-0.11779	-0.82262	0.32564	0.50574	0.41072	0.79534
BOLA2	6	0.020835	0.14572	0.76519	0.87247	0.88414	0.9996	0.27024	1.8905	0.013673	0.072826	0.058687	0.64316
C5orf28	6	-0.13795	-0.90555	0.1476	0.33312	0.36517	0.9996	-0.095377	-0.6243	0.42608	0.59709	0.53243	0.83777
HLF	6	0.1489	0.80883	0.088221	0.24693	0.41861	0.9996	-0.13802	-0.74333	0.2493	0.42893	0.45728	0.81237
CEP19	6	0.021097	0.11371	0.76326	0.87139	0.90947	0.9996	0.082196	0.44132	0.44985	0.61756	0.65898	0.88442
OR7G2	6	-0.062207	-0.38011	0.53454	0.71502	0.70386	0.9996	0.11833	0.7227	0.28152	0.46356	0.46986	0.81697
CYP2R1	6	-0.02833	-0.1726	0.80882	0.89798	0.86297	0.9996	0.30723	1.8764	0.0051213	0.040489	0.060602	0.64316
PASK	6	0.16577	0.77961	0.059088	0.19509	0.43562	0.9996	0.24629	1.156	0.025365	0.10732	0.24767	0.73701
KLHL20	6	0.095968	0.54319	0.26321	0.47423	0.587	0.9996	0.11116	0.62876	0.31046	0.49177	0.52951	0.83678
OR3A3	6	0.071028	0.37612	0.3983	0.60026	0.70683	0.9996	0.32534	1.7231	0.0028022	0.026914	0.084871	0.65966
C22orf31	6	-0.057246	-0.37008	0.57199	0.74314	0.71133	0.9996	0.35444	2.2954	0.0010146	0.013117	0.02171	0.6378
ATP7A	6	0.095838	0.50979	0.26384	0.47487	0.6102	0.9996	-0.069393	-0.3646	0.56672	0.71546	0.71541	0.90666
GRK7	6	0.022867	0.081937	0.74828	0.86246	0.9347	0.9996	0.49716	1.7897	0	0	0.073497	0.65162
SRP68	6	-0.26125	-1.5529	0.0063774	0.049924	0.12045	0.9996	-0.10454	-0.62082	0.38458	0.5606	0.53472	0.8386
hsa-mir-147b	4	-0.13793	-0.67776	0.23911	0.44714	0.49792	0.9996	0.055717	0.27366	0.66876	0.79156	0.78435	0.93391
TMEM185A	6	-0.13991	-0.71728	0.14286	0.3275	0.4732	0.9996	-0.28397	-1.4471	0.019084	0.089286	0.14786	0.70541
ZNF791	6	0.099045	0.61399	0.24732	0.45636	0.53922	0.9996	0.45042	2.7951	9.66E-05	0.0033389	0.005188	0.57842
ANKRD33B	6	0.080429	0.45303	0.34134	0.55019	0.65053	0.9996	0.0842	0.47368	0.43975	0.60875	0.63572	0.87681
SPG20	6	-0.084909	-0.38023	0.38438	0.58803	0.70377	0.9996	0.15472	0.69334	0.16161	0.32875	0.4881	0.82358
BORA	6	-0.39329	-2.3899	4.83E-05	0.0022779	0.016854	0.9996	-0.061913	-0.37811	0.61074	0.7483	0.70535	0.90197
ALKBH8	6	-0.12215	-0.81094	0.20475	0.40617	0.4174	0.9996	-0.1405	-0.93173	0.24167	0.42097	0.35148	0.77372
USP47	6	-0.084418	-0.44482	0.38685	0.5904	0.65645	0.9996	0.16957	0.89448	0.12581	0.28326	0.37106	0.77779
PRR14	6	0.045713	0.31961	0.56962	0.74151	0.74926	0.9996	0.1434	1.0016	0.19287	0.36769	0.31655	0.76322
PCDH19	6	-0.1414	-0.88314	0.13808	0.32116	0.37716	0.9996	0.084681	0.52892	0.43719	0.60685	0.59686	0.86143
LPPR4	6	-0.067268	-0.34321	0.49855	0.68569	0.73144	0.9996	-0.28053	-1.4179	0.02063	0.094094	0.15623	0.7059
C14orf182	6	-0.14475	-0.9321	0.13001	0.31027	0.35128	0.9996	0.04946	0.31848	0.64146	0.77143	0.75012	0.92148
TRIM45	6	-0.21403	-1.8224	0.022852	0.10772	0.06839	0.9996	0.13648	1.1639	0.21442	0.39219	0.24446	0.73519
SPATA31D1	6	0.10963	0.72041	0.20292	0.40396	0.47127	0.9996	-0.058835	-0.38642	0.62934	0.76242	0.69919	0.89979
DDX25	6	-0.11052	-0.74341	0.25316	0.46282	0.45723	0.9996	0.15634	1.0519	0.15799	0.32444	0.29286	0.75256
LRRC45	6	-0.087624	-0.43696	0.3682	0.57348	0.66214	0.9996	-0.0089505	-0.044485	0.96053	0.97734	0.96452	0.99011
IRAK3	6	-0.23914	-1.3867	0.010919	0.068819	0.16554	0.9996	0.15268	0.88694	0.16765	0.33696	0.37511	0.77882
SLK	6	-0.060191	-0.34118	0.54986	0.72662	0.73297	0.9996	-0.16258	-0.91263	0.17635	0.34768	0.36144	0.77549
ZC2HC1A	6	-0.007729	-0.040448	0.9872	0.9946	0.96774	0.9996	0.4327	2.2684	0.00014494	0.0037406	0.023307	0.6378
ANKS1B	6	-0.11152	-0.69474	0.24804	0.45713	0.48722	0.9996	0.057291	0.35663	0.59151	0.73338	0.72137	0.90931
SMC2	6	0.43031	1.4514	0	0	0.14666	0.9996	0.043508	0.14336	0.67881	0.79884	0.88601	0.96707
FTMT	6	-0.20407	-0.87388	0.030534	0.13074	0.38218	0.9996	-0.065912	-0.28166	0.58735	0.73028	0.7782	0.93132
XYLT2	6	-0.3616	-2.1696	0.00019326	0.0058224	0.030037	0.9996	-0.23816	-1.4276	0.047589	0.15856	0.15342	0.7059
ANKRD13D	6	0.14803	0.57317	0.08967	0.24896	0.56653	0.9996	0.18204	0.70263	0.098754	0.24479	0.48229	0.82146
PLS3	6	0.089409	0.51939	0.29612	0.50935	0.60349	0.9996	0.11465	0.66586	0.29544	0.47695	0.5055	0.82848
GLUL	6	0.068249	0.35088	0.41511	0.61547	0.72568	0.9996	0.27751	1.4267	0.011064	0.063505	0.15366	0.7059
DCTPP1	6	0.22043	1.4542	0.012755	0.074745	0.1459	0.9996	0.03195	0.21012	0.75645	0.85306	0.83357	0.94985
VWA5A	6	0.027372	0.19475	0.71205	0.8402	0.84559	0.9996	0.058643	0.41712	0.58305	0.72773	0.67659	0.89104
TCF12	6	-0.18733	-1.3091	0.049377	0.17636	0.19051	0.9996	0.0090948	0.063545	0.91366	0.95145	0.94933	0.98628
ZNF518A	6	0.25122	1.613	0.0045898	0.040135	0.10674	0.9996	0.25314	1.6258	0.021741	0.097339	0.10398	0.67985
EFHB	6	0.0050178	0.02596	0.89762	0.94762	0.97929	0.9996	-0.40867	-2.0764	0.00091796	0.012203	0.037861	0.64072
ZNF280B	6	-0.23701	-1.2318	0.01174	0.071513	0.21803	0.9996	0.21467	1.1175	0.052807	0.16844	0.26379	0.74417
ZNF589	6	0.19485	1.1942	0.027056	0.12004	0.23239	0.9996	-0.17952	-1.082	0.13383	0.29374	0.27925	0.74807
hsa-mir-3529	4	-0.050355	-0.24959	0.70099	0.83328	0.8029	0.9996	-0.093816	-0.46492	0.53044	0.68518	0.64199	0.87878
11-Mar	6	-0.08256	-0.53498	0.39724	0.59927	0.59267	0.9996	-0.11665	-0.75322	0.33023	0.50985	0.45132	0.8111
LIMS3	5	0.025785	0.24223	0.74413	0.85958	0.8086	0.9996	0.11562	1.086	0.33399	0.5136	0.27749	0.74745
C1QL3	6	0.13755	0.83369	0.11504	0.2885	0.40446	0.9996	-0.064289	-0.38742	0.59716	0.73769	0.69844	0.89954
GABRR1	6	-0.22685	-1.5367	0.015799	0.085535	0.12437	0.9996	0.19455	1.3217	0.078607	0.2145	0.18625	0.71487
CNBD2	6	-0.13117	-0.71174	0.17074	0.36377	0.47663	0.9996	0.34826	1.8949	0.0011595	0.014414	0.058111	0.64316
DTD2	6	-0.22723	-1.5362	0.015557	0.084559	0.12449	0.9996	0.23709	1.608	0.031501	0.12144	0.10784	0.68453
C6orf141	6	0.32051	1.7461	0.00067639	0.012556	0.080798	0.9996	-0.28376	-1.5334	0.019229	0.089741	0.12517	0.69481
CSNK1E	6	0.1074	0.62367	0.21142	0.41455	0.53285	0.9996	0.26028	1.5101	0.017635	0.084963	0.13101	0.69971
SPATA31A1	4	0.15821	1.1561	0.13842	0.32162	0.24764	0.9996	0.12027	0.87829	0.37235	0.5494	0.37979	0.78023
TMEM109	6	-0.082417	-0.2153	0.39825	0.60023	0.82954	0.9996	-0.025548	-0.066456	0.84554	0.90928	0.94701	0.98587
hsa-mir-671	4	-0.14141	-0.38359	0.22606	0.43261	0.70128	0.9996	0.17921	0.48861	0.18214	0.35492	0.62512	0.87317
HBZ	6	-0.053588	-0.30785	0.60011	0.76456	0.7582	0.9996	-0.21681	-1.2437	0.070152	0.20006	0.21362	0.72807
ANKIB1	6	-0.029322	-0.24914	0.80013	0.89305	0.80325	0.9996	-0.035822	-0.30326	0.77766	0.86698	0.76169	0.92624
BPI	6	0.045235	0.2394	0.57373	0.7447	0.8108	0.9996	0.40194	2.1313	0.00024157	0.005423	0.033064	0.64072
hsa-mir-6501	4	0.3551	1.1044	0.0018359	0.022687	0.26943	0.9996	0.30976	0.96101	0.020388	0.09328	0.33655	0.76831
OR8U1	6	-0.073419	-0.61691	0.45386	0.64715	0.5373	0.9996	-0.023919	-0.20093	0.85694	0.9165	0.84075	0.95194
ETV3	6	0.18148	1.2289	0.038941	0.15193	0.2191	0.9996	-0.029946	-0.20194	0.81612	0.89149	0.83996	0.95185
ABCA13	6	-0.051471	-0.40464	0.61687	0.77575	0.68574	0.9996	0.17794	1.399	0.10692	0.25748	0.16182	0.7066
SMAD3	6	-0.31805	-1.7526	0.00077302	0.013913	0.079671	0.9996	0.077464	0.42874	0.47483	0.63835	0.66811	0.88815
NAT9	6	0.11423	0.76243	0.18586	0.38241	0.44581	0.9996	0.13212	0.88092	0.22983	0.40938	0.37836	0.77978
USP17L7	6	-0.041664	-0.33735	0.69828	0.83183	0.73586	0.9996	-0.088565	-0.71413	0.46058	0.62659	0.47515	0.81828
SPINK1	6	0.32534	1.7325	0.00053145	0.010506	0.083177	0.9996	0.0054064	0.02868	0.93811	0.96468	0.97712	0.99358
GAGE1	6	-0.056442	-0.59641	0.57827	0.7476	0.5509	0.9996	-0.049681	-0.52523	0.68717	0.80533	0.59942	0.86273
DUSP22	6	0.067374	0.40268	0.42125	0.62106	0.68718	0.9996	0.25334	1.5137	0.021548	0.096725	0.13011	0.69971
RSU1	6	0.13747	0.72563	0.11518	0.28872	0.46806	0.9996	-0.037649	-0.1988	0.76447	0.85836	0.84242	0.9526
RASA1	6	-0.20531	-0.94123	0.029182	0.12652	0.34659	0.9996	-0.05287	-0.24209	0.66557	0.78932	0.80871	0.9413
KIF19	6	-0.28401	-1.4542	0.0029955	0.030754	0.1459	0.9996	0.053391	0.27463	0.61537	0.75187	0.7836	0.9337
hsa-mir-185	4	-0.40366	-1.6544	0.00072471	0.013204	0.098056	0.9996	-0.17959	-0.73624	0.2293	0.40896	0.46158	0.81349
TPRG1L	6	0.17809	0.81173	0.04184	0.15872	0.41695	0.9996	-0.0092584	-0.041836	0.95782	0.97588	0.96663	0.99061
TMEM123	6	0.17341	1.5129	0.047879	0.1725	0.13031	0.9996	0.11122	0.97115	0.31017	0.49147	0.33148	0.76676
ITGB7	6	0.12709	0.78274	0.14335	0.32799	0.43378	0.9996	0.28787	1.7715	0.0083583	0.053944	0.076472	0.6542
TOM1	6	-0.01636	-0.10187	0.9113	0.9546	0.91886	0.9996	0.19771	1.2311	0.073727	0.20596	0.21829	0.72999
RPL19	6	-0.046829	-0.17826	0.65412	0.8006	0.85852	0.9996	0.24394	0.93084	0.026911	0.11133	0.35194	0.77372
CIB1	6	0.2611	1.407	0.003237	0.032011	0.15943	0.9996	0.33049	1.7763	0.0020292	0.021063	0.07569	0.6542
ASPRV1	6	0.10313	0.50801	0.22915	0.43646	0.61145	0.9996	-0.2777	-1.3451	0.022224	0.098628	0.17859	0.71487
SNTB1	6	0.11426	0.82549	0.18577	0.38228	0.40909	0.9996	-0.094919	-0.68157	0.42811	0.59908	0.49551	0.82612
RNASEL	6	0.030885	0.2064	0.68441	0.82227	0.83648	0.9996	-0.093474	-0.62282	0.43545	0.60543	0.5334	0.83781
HNRNPLL	6	-0.068742	-0.3607	0.48725	0.67644	0.71833	0.9996	0.24769	1.3024	0.024688	0.1054	0.19278	0.71835
hsa-mir-4487	3	0.52519	2.2183	9.66E-05	0.0040568	0.026536	0.9996	0.40548	1.7041	0.0097111	0.059415	0.088356	0.66148
FAF1	6	0.15362	0.59573	0.079573	0.23356	0.55136	0.9996	0.1693	0.65468	0.12658	0.28424	0.51267	0.8319
SRCRB4D	6	0.18935	1.3946	0.031791	0.13397	0.16313	0.9996	0.21624	1.592	0.050826	0.16471	0.11138	0.68781
LPHN3	6	0.056039	0.41469	0.49725	0.68481	0.67837	0.9996	0.0063764	0.047025	0.93202	0.96133	0.96249	0.99006
KALRN	6	0.090294	0.4552	0.29206	0.50535	0.64897	0.9996	-0.15924	-0.79601	0.18567	0.35949	0.42602	0.80029
AKAP17A_X	6	-0.086816	-0.79378	0.37322	0.57851	0.42732	0.9996	0.003675	0.033576	0.95038	0.97093	0.97322	0.99212
hsa-mir-4460	4	-0.014873	-0.084824	0.9441	0.97238	0.9324	0.9996	-0.14601	-0.8314	0.32694	0.50685	0.40575	0.79296
NTN1	6	-0.048051	-0.26746	0.64489	0.79429	0.78911	0.9996	0.10311	0.57397	0.34419	0.52363	0.56599	0.85
OR10A4	6	0.077431	0.35869	0.35907	0.56629	0.71983	0.9996	-0.21716	-0.99475	0.069814	0.19959	0.31986	0.76343
AIM1	6	-0.28606	-1.3738	0.0027056	0.028326	0.16951	0.9996	-0.12538	-0.60152	0.2936	0.47517	0.5475	0.84286
RNF19A	6	-0.14117	-0.74043	0.13881	0.32219	0.45904	0.9996	0.35419	1.8717	0.0010146	0.013117	0.061245	0.64316
hsa-mir-152	4	-0.12775	-0.54278	0.27592	0.48808	0.58728	0.9996	-0.045645	-0.1938	0.76949	0.8616	0.84633	0.95364
KCNG1	6	-0.11719	-0.71498	0.22476	0.43186	0.47462	0.9996	0.26199	1.598	0.01662	0.081439	0.11005	0.68701
CXorf51A	5	-0.18064	-1.4153	0.083196	0.23947	0.15699	0.9996	-0.052505	-0.41136	0.69311	0.80955	0.68081	0.89276
IAH1	6	-0.049133	-0.36395	0.63615	0.78929	0.7159	0.9996	-0.12715	-0.93887	0.28698	0.46879	0.3478	0.77337
TRMT12	6	-0.092529	-0.52052	0.34061	0.54966	0.6027	0.9996	0.23775	1.3377	0.031211	0.12091	0.18098	0.71487
SPRED2	6	-0.090125	-0.6407	0.35366	0.56178	0.52172	0.9996	0.17376	1.2358	0.11668	0.27132	0.21653	0.72999
PPP1R9A	6	0.043121	0.29459	0.58991	0.75693	0.76831	0.9996	-0.14511	-0.98784	0.22674	0.40616	0.32323	0.76497
SIRPD	6	0.070664	0.46348	0.40081	0.60243	0.64302	0.9996	0.12402	0.81303	0.25882	0.43903	0.4162	0.79799
LYVE1	6	-0.15085	-0.94648	0.11368	0.28632	0.3439	0.9996	0.23786	1.4942	0.031066	0.1205	0.13511	0.70365
ZNF688	6	-0.15176	-1.2995	0.11083	0.28199	0.19379	0.9996	-0.058349	-0.49916	0.63214	0.76416	0.61767	0.87032
NMT1	6	-0.069625	-0.38068	0.48116	0.67091	0.70344	0.9996	0.094136	0.51435	0.38757	0.5635	0.60701	0.86657
ITGB1BP2	6	0.18625	1.1027	0.034206	0.13995	0.27017	0.9996	-0.24893	-1.4732	0.040052	0.14261	0.1407	0.70378
SAG	6	-0.02028	-0.12138	0.87936	0.9382	0.90339	0.9996	-0.1362	-0.8124	0.25519	0.43509	0.41656	0.79799
MARK3	6	0.23044	1.4957	0.0095178	0.063569	0.13474	0.9996	0.08108	0.52436	0.45545	0.62235	0.60003	0.8629
THOC7	6	-0.27526	-1.3238	0.004155	0.038256	0.18556	0.9996	0.12167	0.58866	0.26795	0.44874	0.55609	0.84699
CCR8	6	-0.27398	-1.2424	0.0044449	0.040105	0.2141	0.9996	0.35123	1.5955	0.0010629	0.013555	0.11061	0.68701
ABHD17B	6	0.050828	0.32011	0.53165	0.71221	0.74889	0.9996	-0.16934	-1.0583	0.15799	0.32444	0.28992	0.75135
PHF23	6	0.029608	0.16116	0.69466	0.82923	0.87196	0.9996	-0.18405	-0.99439	0.12373	0.28097	0.32003	0.76352
BET1L	6	-0.26617	-1.7656	0.0056527	0.046136	0.077464	0.9996	0.26178	1.7395	0.016813	0.082192	0.081943	0.65665
PDE3A	6	-0.24922	-1.1898	0.0087931	0.06091	0.23414	0.9996	-0.27519	-1.3042	0.023287	0.10113	0.19215	0.71835
GIN1	6	-0.15104	-1.4946	0.11296	0.2853	0.13501	0.9996	0.17864	1.7689	0.10532	0.25491	0.076913	0.6542
CHCHD4	6	-0.13713	-0.92314	0.15045	0.3373	0.35593	0.9996	-0.17389	-1.1695	0.14654	0.31028	0.24219	0.73424
LRRC8E	6	0.19466	1.0873	0.027201	0.12038	0.27691	0.9996	0.16117	0.89862	0.14591	0.30971	0.36886	0.77697
ADAMTS19	6	0.1387	1.0223	0.11199	0.28376	0.30662	0.9996	0.02538	0.18682	0.80119	0.88184	0.8518	0.95497
TIGD6	6	0.10608	0.55388	0.21707	0.42184	0.57966	0.9996	0.44718	2.3431	0.00014494	0.0037406	0.019125	0.6378
TRAF3IP1	6	-0.030567	-0.17505	0.79066	0.88723	0.86104	0.9996	-0.10844	-0.61706	0.36728	0.54548	0.5372	0.83971
CHI3L1	6	0.0012525	0.0074723	0.93226	0.96572	0.99404	0.9996	0.21106	1.2592	0.056865	0.17649	0.20796	0.72496
RECQL4	6	0.066623	0.35354	0.42627	0.62533	0.72369	0.9996	0.3871	2.0543	0.00038651	0.0069991	0.039944	0.64072
DSG1	6	0.15327	1.1337	0.080104	0.23445	0.25694	0.9996	0.0075762	0.055959	0.92337	0.95651	0.95537	0.98807
SIX2	6	-0.12801	-0.93324	0.18219	0.37842	0.3507	0.9996	0.20344	1.4842	0.066576	0.19428	0.13777	0.70378
BASP1	6	-0.1414	-1.132	0.13808	0.32116	0.25762	0.9996	0.25361	2.031	0.021403	0.096388	0.042255	0.64072
MOSPD2	6	0.28296	1.231	0.0017876	0.022397	0.21832	0.9996	0.26214	1.1319	0.016572	0.08126	0.25766	0.74099
PAGE1	6	-0.075286	-0.50451	0.44207	0.63748	0.6139	0.9996	0.22709	1.5212	0.039811	0.14222	0.1282	0.69901
ZP1	6	0.18768	1.0195	0.033192	0.13765	0.30796	0.9996	-0.08182	-0.44047	0.49517	0.65627	0.65959	0.8849
TMEM50B	6	-0.14901	-0.80602	0.11871	0.29386	0.42023	0.9996	0.42802	2.3194	0.00014494	0.0037406	0.020375	0.6378
HES5	6	-0.014905	-0.063967	0.92468	0.96215	0.949	0.9996	0.40216	1.7331	0.00024157	0.005423	0.083084	0.65718
C8orf74	6	0.13391	1.0311	0.12388	0.30214	0.30248	0.9996	-0.13156	-1.0091	0.27206	0.4532	0.31291	0.76102
MYH7	6	0.11177	0.46141	0.19533	0.39482	0.64451	0.9996	0.40621	1.6786	0.00024157	0.005423	0.093226	0.66839
HOXA4	6	-0.25865	-1.3447	0.0070538	0.053382	0.17871	0.9996	-0.15577	-0.80743	0.19562	0.37048	0.41942	0.79833
OLFML3	6	0.27343	1.6619	0.0022224	0.024932	0.096535	0.9996	-0.035636	-0.21609	0.77867	0.86772	0.82891	0.94792
SUMF1	6	0.10422	0.28819	0.22485	0.43186	0.7732	0.9996	0.33606	0.93029	0.0016427	0.017942	0.35222	0.77372
HIPK2	6	-0.039573	-0.22848	0.71442	0.8417	0.81927	0.9996	0.016549	0.095315	0.861	0.91875	0.92406	0.97875
HPSE2	6	-0.29471	-1.8414	0.0020292	0.024194	0.06557	0.9996	0.34616	2.1704	0.0012078	0.014802	0.029975	0.64072
RPGRIP1L	6	0.091519	0.55741	0.28491	0.49755	0.57725	0.9996	-0.36658	-2.2266	0.0031887	0.029491	0.025977	0.64072
B3GAT2	6	-0.10824	-0.87337	0.26346	0.47442	0.38246	0.9996	-0.22461	-1.8085	0.061648	0.1859	0.070522	0.65162
FAM212B	6	-0.20295	-1.077	0.031887	0.13409	0.28148	0.9996	-0.25565	-1.3508	0.034738	0.12939	0.17674	0.71487
FLJ22184	6	0.34729	1.6976	0.00028988	0.0074813	0.089583	0.9996	-0.062057	-0.29879	0.60987	0.74768	0.7651	0.9275
CNOT7	6	0.17211	1.4709	0.050246	0.17802	0.14131	0.9996	0.013756	0.1172	0.88168	0.93259	0.9067	0.97346
PLEKHO1	6	-0.22779	-1.6226	0.015171	0.082937	0.10467	0.9996	-0.094701	-0.67429	0.42927	0.60022	0.50013	0.82632
ARAF	6	-0.085092	-0.80594	0.38294	0.58672	0.42028	0.9996	-0.086564	-0.8185	0.47125	0.63553	0.41307	0.79654
C1orf64	6	0.10006	0.7248	0.24292	0.45175	0.46858	0.9996	0.16376	1.1826	0.1389	0.30054	0.23697	0.73289
RAX	6	0.18681	1.5267	0.033675	0.13868	0.12684	0.9996	-0.020302	-0.16617	0.88173	0.9326	0.86802	0.96117
SLC47A2	6	-0.21786	-1.4876	0.020823	0.1023	0.13687	0.9996	0.33153	2.2681	0.0018359	0.019457	0.02332	0.6378
GSTP1	6	0.073606	0.43128	0.38163	0.58549	0.66627	0.9996	0.24047	1.4078	0.028988	0.11576	0.15919	0.7059
ZNF37A	6	-0.24187	-1.4273	0.010291	0.066604	0.15348	0.9996	0.14052	0.83062	0.20166	0.37767	0.40619	0.7934
ZNF883	6	0.087629	0.32927	0.30539	0.51865	0.74195	0.9996	-0.073597	-0.27542	0.54218	0.69611	0.78299	0.93328
SOX17	6	-0.082564	-0.50695	0.39719	0.59927	0.61219	0.9996	0.23953	1.4743	0.029713	0.11752	0.14041	0.70378
RRM2	6	0.060775	0.20381	0.46391	0.65614	0.8385	0.9996	0.14989	0.49966	0.17461	0.34573	0.61731	0.87032
MARCO	6	-0.13811	-0.90267	0.14731	0.33293	0.3667	0.9996	-0.0082201	-0.053649	0.96546	0.97965	0.95721	0.98858
TMEM203	6	0.26677	1.4051	0.0026573	0.027961	0.15999	0.9996	0.053917	0.28236	0.61272	0.74976	0.77766	0.93114
ATM	6	0.29501	1.2749	0.0013045	0.018455	0.20233	0.9996	0.44392	1.9151	0.00014494	0.0037406	0.055481	0.64316
CPD	6	0.25803	1.6972	0.0035752	0.034499	0.089661	0.9996	0.029474	0.19171	0.77302	0.86407	0.84797	0.9541
KRT74	6	-0.049064	-0.22732	0.63678	0.7898	0.82017	0.9996	0.36489	1.6934	0.00072471	0.010578	0.090388	0.66365
CTBS	6	0.13817	0.90997	0.11339	0.28587	0.36284	0.9996	-0.31904	-2.0923	0.0088414	0.055589	0.036408	0.64072
HIST1H4L	6	0.23924	1.539	0.0070538	0.053382	0.12381	0.9996	0.22681	1.4548	0.040052	0.14261	0.14573	0.70541
TMEM117	6	0.0079638	0.028333	0.87163	0.93365	0.9774	0.9996	0.0036832	0.013	0.95033	0.97093	0.98963	0.99694
