id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
PPP2R2D,4,0.033097,0.033024,1,550,0
NAA11,4,0.033148,0.033069,1,551,0
MYH11,4,0.033199,0.03312,1,552,0
C16orf78,4,0.03325,0.033173,1,553,0
CYGB,4,0.033301,0.033236,1,554,0
NCKIPSD,4,0.033352,0.033294,1,555,0
PDE3B,4,0.033403,0.033346,1,556,0
NOA1,4,0.033505,0.03345,1,557,0
SLC17A1,4,0.033556,0.033496,1,558,0
JPH2,4,0.033607,0.033542,1,559,0
TCEANC,4,0.033709,0.033643,1,560,0
LOC102724957,4,0.033811,0.033743,1,561,0
VAC14,4,0.033862,0.033794,1,562,0
C1orf94,4,0.033913,0.033842,1,563,0
DEFB4B,4,0.033964,0.033897,1,564,0
TMX3,4,0.034015,0.03395,1,565,0
B3GALT4,4,0.034066,0.034008,1,566,0
PRDX2,4,0.034117,0.03406,1,567,0
KLK8,4,0.034168,0.03411,1,568,0
FAM21A,4,0.034219,0.034155,1,569,0
GINS1,4,0.03427,0.034213,1,570,0
CEACAM7,4,0.034321,0.034267,1,571,0
PADI1,4,0.034372,0.034313,1,572,0
CASC10,4,0.034423,0.034365,1,573,0
FCRL1,4,0.034474,0.034421,1,574,0
INSL6,4,0.034525,0.034473,1,575,0
EGFL6,4,0.034576,0.034518,1,576,0
ARHGAP36,4,0.034627,0.034572,1,577,0
CCT6B,4,0.034678,0.034621,1,578,0
PI4K2A,4,0.034729,0.034662,1,579,0
RNF111,4,0.03478,0.034705,1,580,0
ANKRD10,4,0.034831,0.034753,1,581,0
DECR2,4,0.034882,0.034808,1,582,0
OR5L2,4,0.034933,0.034856,1,583,0
SRD5A2,4,0.034984,0.034912,1,584,0
SECTM1,4,0.035035,0.034957,1,585,0
ZNF613,4,0.035136,0.035061,1,586,0
PPIAL4D,4,0.035238,0.035172,1,587,0
PKIA,4,0.035289,0.035228,1,588,0
FAM72B,4,0.03534,0.03528,1,589,0
MSMB,4,0.035391,0.035335,1,590,0
RUNDC1,4,0.035442,0.035384,1,591,0
FAM3A,4,0.035493,0.035434,1,592,0
C2CD2L,4,0.035544,0.035474,1,593,0
PPARGC1A,4,0.035595,0.035519,1,594,0
ZFP36,4,0.035646,0.035573,1,595,0
GRP,4,0.035697,0.035619,1,596,0
ATP8A2,4,0.035748,0.035666,1,597,0
MBNL1,4,0.035799,0.035706,1,598,0
CACNB3,4,0.035849,0.035759,1,599,0
FRZB,4,0.0359,0.035803,1,600,0
SLC31A2,4,0.035951,0.035857,1,601,0
WIBG,4,0.036002,0.035905,1,602,0
02.Mar,4,0.036053,0.035951,1,603,0
RRAGD,4,0.036104,0.035999,1,604,0
NPTX2,4,0.036206,0.036102,1,605,0
NEDD9,4,0.036257,0.036152,1,606,0
PPP3CA,4,0.036308,0.0362,1,607,0
CITED4,4,0.036359,0.036264,1,608,0
C17orf82,4,0.036409,0.036312,1,609,0
TSPYL4,4,0.03646,0.036365,1,610,0
LYPLA1,4,0.036511,0.036413,1,611,0
SUGT1,4,0.036562,0.036464,1,612,0
PCDH1,4,0.036664,0.036546,1,613,0
TMEM116,4,0.036715,0.036592,1,614,0
ZGPAT,4,0.036766,0.03664,1,615,0
TNNI2,4,0.036816,0.036694,1,616,0
LRRC66,4,0.036867,0.036745,1,617,0
DGAT1,4,0.03702,0.036884,1,618,0
TCFL5,4,0.037071,0.03694,1,619,0
ENTPD2,4,0.037122,0.036995,1,620,0
SSR3,4,0.037223,0.037111,1,621,0
SUPT6H,4,0.037325,0.037219,1,622,0
C1orf115,4,0.037376,0.037271,1,623,0
METTL6,4,0.037427,0.037325,1,624,0
NDUFS4,4,0.037478,0.037378,1,625,0
SMOX,4,0.037529,0.037431,1,626,0
CEP250,4,0.037579,0.037484,1,627,0
NUMBL,4,0.03763,0.037524,1,628,0
SOX30,4,0.037681,0.037585,1,629,0
ODF4,4,0.037732,0.03764,1,630,0
LCE3A,4,0.037783,0.03769,1,631,0
IMPAD1,4,0.037884,0.037793,1,632,0
KBTBD8,4,0.037935,0.037849,1,633,0
ARHGEF2,4,0.037986,0.037907,1,634,0
THBS3,4,0.038037,0.037959,1,635,0
KCNS3,4,0.038088,0.038022,1,636,0
NEFL,4,0.038139,0.038065,1,637,0
ST3GAL4,4,0.038189,0.038105,1,638,0
HOXC5,4,0.03824,0.038156,1,639,0
B3GAT3,4,0.038291,0.03821,1,640,0
CLOCK,4,0.038393,0.03831,1,641,0
MBOAT2,4,0.038494,0.038417,1,642,0
EXT2,4,0.038545,0.038464,1,643,0
FZR1,4,0.038647,0.038553,1,644,0
PPP1R15A,4,0.038698,0.038613,1,645,0
CLCN2,4,0.038748,0.038665,1,646,0
ADAMTSL3,4,0.038799,0.038723,1,647,0
AQP5,4,0.038901,0.038819,1,648,0
C17orf53,4,0.039002,0.038932,1,649,0
TMEM263,4,0.039053,0.038987,1,650,0
C8orf58,4,0.039104,0.039033,1,651,0
OR5H6,4,0.03918,0.039107,1,652,0
CTAGE15,4,0.03918,0.039107,1,653,0
MXRA7,4,0.039307,0.039233,1,654,0
FAM171B,4,0.039358,0.039291,1,655,0
NPY2R,4,0.039409,0.039346,1,656,0
TBC1D22B,4,0.039459,0.039392,1,657,0
FCF1,4,0.03951,0.039437,1,658,0
PHACTR4,4,0.039561,0.039487,1,659,0
PSORS1C2,4,0.039612,0.039529,1,660,0
PIF1,4,0.039662,0.03957,1,661,0
CLCN4,4,0.039713,0.039628,1,662,0
SIL1,4,0.039764,0.039672,1,663,0
ASNSD1,4,0.039815,0.039729,1,664,0
CALML5,4,0.039916,0.039835,1,665,0
RAB40B,4,0.040018,0.039937,1,666,0
DNAJB12,4,0.040068,0.039995,1,667,0
NACAD,4,0.040119,0.040045,1,668,0
MICAL1,4,0.040221,0.040138,1,669,0
TVP23C,4,0.040271,0.040191,1,670,0
CACNA2D1,4,0.040373,0.040294,1,671,0
TMEM192,4,0.040424,0.04034,1,672,0
OR8J3,4,0.040525,0.040448,1,673,0
AQP12A,4,0.040652,0.040578,1,675,0
NTPCR,4,0.040652,0.040578,1,674,0
MYH8,4,0.040779,0.040711,1,676,0
GGT5,4,0.040829,0.040766,1,677,0
MB21D1,4,0.04088,0.04082,1,678,0
R3HCC1,4,0.040931,0.040873,1,679,0
MED12,4,0.040982,0.040926,1,680,0
SLC39A1,4,0.041032,0.040973,1,681,0
SLC12A8,4,0.041083,0.041021,1,682,0
C9orf116,4,0.041134,0.041069,1,683,0
ERP27,4,0.041184,0.041114,1,684,0
SLC25A1,4,0.041235,0.041165,1,685,0
FRMPD3,4,0.041286,0.041208,1,686,0
TMEM86B,4,0.041337,0.041258,1,687,0
OR5B17,4,0.041387,0.041309,1,688,0
OR1L6,4,0.041438,0.04136,1,689,0
SYCP2,4,0.041539,0.041461,1,690,0
CYR61,4,0.04159,0.041515,1,691,0
BCAT2,4,0.041641,0.041573,1,692,0
SCT,4,0.041691,0.04164,1,693,0
DIP2C,4,0.041742,0.041687,1,694,0
GREM1,4,0.041793,0.041739,1,695,0
FAT3,4,0.041843,0.041788,1,696,0
FAM204A,4,0.041894,0.041836,1,697,0
SMC1B,4,0.041945,0.04188,1,698,0
HEATR5A,4,0.041995,0.041931,1,699,0
HDDC2,4,0.042046,0.041971,1,700,0
CARF,4,0.042097,0.042018,1,701,0
MAP3K14,4,0.042198,0.042108,1,702,0
GJB5,4,0.042249,0.042156,1,703,0
C9orf172,4,0.042299,0.042204,1,704,0
MKX,4,0.04235,0.042264,1,705,0
ATP6AP2,4,0.042401,0.042311,1,706,0
FBXL14,4,0.042451,0.042357,1,707,0
YWHAH,4,0.042502,0.042412,1,708,0
DDHD1,4,0.042603,0.042509,1,709,0
HNF4A,4,0.042654,0.042553,1,710,0
BRF2,4,0.042705,0.042611,1,711,0
STX11,4,0.042755,0.04267,1,712,0
KIF1A,4,0.042806,0.042721,1,713,0
SLC1A4,4,0.042857,0.042771,1,714,0
C21orf140,4,0.042907,0.042819,1,715,0
SEC16A,4,0.042958,0.042865,1,716,0
TRAK1,4,0.043008,0.042922,1,717,0
RAB21,4,0.043059,0.042966,1,718,0
CELSR2,4,0.04311,0.043013,1,719,0
SRA1,4,0.04316,0.043064,1,720,0
TNP1,4,0.043211,0.043108,1,721,0
TPGS1,4,0.043262,0.043152,1,722,0
HPS5,4,0.043312,0.043211,1,723,0
DSCR3,4,0.043363,0.043275,1,724,0
SLC7A8,4,0.043413,0.043323,1,725,0
MAPK7,4,0.043464,0.043371,1,726,0
ATXN7L3,4,0.043515,0.043427,1,727,0
LMTK3,4,0.043565,0.04347,1,728,0
ICA1L,4,0.043616,0.043529,1,729,0
TNR,4,0.043666,0.043581,1,730,0
LHFPL1,4,0.043717,0.043637,1,731,0
MYCBPAP,4,0.043768,0.043686,1,732,0
CLDN3,4,0.043818,0.043743,1,733,0
FIG4,4,0.043869,0.043791,1,734,0
SH2B1,4,0.043919,0.043847,1,735,0
HTRA1,4,0.04397,0.043904,1,736,0
TLR7,4,0.044021,0.043953,1,737,0
FOXF2,4,0.044071,0.044006,1,738,0
FBRS,4,0.044122,0.044056,1,739,0
HMGCS2,4,0.044172,0.044104,1,740,0
SLC4A9,4,0.044223,0.044144,1,741,0
KIAA2026,4,0.044274,0.044188,1,742,0
RELB,4,0.044324,0.044237,1,743,0
ZBTB41,4,0.044375,0.04429,1,744,0
PIK3R2,4,0.044425,0.044342,1,745,0
C3orf33,4,0.044476,0.044394,1,746,0
NAA16,4,0.044526,0.04445,1,747,0
PSG11,4,0.044577,0.044511,1,748,0
KRTAP2-4,4,0.044628,0.044559,1,749,0
GNAT1,4,0.044678,0.044607,1,750,0
SPG11,4,0.044729,0.044657,1,751,0
IQCB1,4,0.044779,0.044714,1,752,0
HIST1H4D,4,0.04483,0.04477,1,753,0
IZUMO1R,4,0.04488,0.044814,1,754,0
ANKRD11,4,0.044931,0.044861,1,755,0
TBC1D23,4,0.044981,0.044914,1,756,0
KRT73,4,0.045032,0.044969,1,757,0
BCO2,4,0.045083,0.045016,1,758,0
KLF16,4,0.045133,0.045078,1,759,0
TPRN,4,0.045184,0.045123,1,760,0
CXCR4,4,0.045234,0.045169,1,761,0
CMC2,4,0.045285,0.045219,1,762,0
PSRC1,4,0.045335,0.045267,1,763,0
ZNF213,4,0.045386,0.045313,1,764,0
LOC100506388,4,0.045436,0.045359,1,765,0
TAS2R14,4,0.045537,0.045457,1,766,0
ZNF763,4,0.045588,0.045507,1,767,0
GPR50,4,0.045638,0.045554,1,768,0
RND2,4,0.045689,0.045598,1,769,0
TONSL,4,0.04574,0.045658,1,770,0
KL,4,0.04579,0.045704,1,771,0
SRSF11,4,0.045891,0.045801,1,772,0
RANBP3,4,0.045942,0.045855,1,773,0
MDP1,4,0.046043,0.045955,1,774,0
MSL2,4,0.046093,0.04601,1,775,0
UBE2J2,4,0.046144,0.046064,1,776,0
HLA-DRA,4,0.046194,0.046127,1,777,0
TBC1D20,4,0.046245,0.046173,1,778,0
RBM7,4,0.046295,0.04623,1,779,0
INSRR,4,0.046346,0.046285,1,780,0
CRNKL1,4,0.046447,0.046378,1,781,0
IPO11,4,0.046497,0.046428,1,782,0
PPP1R14B,4,0.046598,0.046528,1,783,0
BCAS1,4,0.046649,0.046578,1,784,0
CARD10,4,0.046699,0.04662,1,785,0
TAPBPL,4,0.0468,0.046717,1,786,0
ATP8B2,4,0.046851,0.046764,1,787,0
HRASLS,4,0.046901,0.046819,1,788,0
FSTL1,4,0.046952,0.046868,1,789,0
MS4A3,4,0.047002,0.046912,1,790,0
C9orf117,4,0.047103,0.047013,1,791,0
TXN2,4,0.047153,0.047059,1,792,0
HEBP1,4,0.047204,0.047104,1,793,0
MORN1,4,0.047254,0.047157,1,794,0
KRTAP11-1,4,0.047305,0.047207,1,795,0
COMMD9,4,0.047355,0.047264,1,796,0
PLEKHB1,4,0.047406,0.047304,1,797,0
PPT2,4,0.047456,0.04736,1,798,0
01.Sep,4,0.047507,0.047413,1,799,0
CAAP1,4,0.047557,0.047462,1,800,0
TAS2R20,4,0.047608,0.047504,1,801,0
SPATA31C1,4,0.047658,0.047554,1,802,0
NEDD1,4,0.047708,0.047608,1,803,0
TBX2,4,0.047759,0.047656,1,804,0
NT5C1A,4,0.047809,0.047707,1,805,0
ZNF740,4,0.047961,0.047858,1,806,0
KLF15,4,0.048061,0.047958,1,807,0
FADS6,4,0.048112,0.048008,1,808,0
KIF22,4,0.048162,0.048053,1,809,0
CHD6,4,0.048213,0.048111,1,810,0
TCEB2,4,0.048263,0.04816,1,811,0
CTNND2,4,0.048314,0.048212,1,812,0
DAW1,4,0.048364,0.048269,1,813,0
KCTD13,4,0.048414,0.048321,1,814,0
NDUFS8,4,0.048465,0.048361,1,815,0
OTUD4,4,0.048566,0.048446,1,816,0
ZYX,4,0.048616,0.0485,1,817,0
LRRC41,4,0.048717,0.048592,1,818,0
PSAP,4,0.048767,0.048635,1,819,0
EID2,4,0.048818,0.048688,1,820,0
KRT20,4,0.048868,0.048743,1,821,0
PRX,4,0.048918,0.048785,1,822,0
LRRTM1,4,0.048969,0.048836,1,823,0
GGTLC2,4,0.049019,0.048884,1,824,0
ATOH8,4,0.04907,0.048937,1,825,0
PLEKHA3,4,0.04912,0.048986,1,826,0
CD6,4,0.04917,0.049037,1,827,0
TRIM11,4,0.049221,0.049097,1,828,0
TG,4,0.049271,0.049143,1,829,0
PROZ,4,0.049322,0.049189,1,830,0
PAN2,4,0.049372,0.049231,1,831,0
IL1R2,4,0.049422,0.049282,1,832,0
ARIH2OS,4,0.049523,0.049392,1,833,0
LPA,4,0.049573,0.049438,1,834,0
C7orf69,4,0.049624,0.049486,1,835,0
DEGS2,4,0.049725,0.049584,1,836,0
RNF144A,4,0.049775,0.049633,1,837,0
UBN1,4,0.049825,0.049675,1,838,0
PF4,4,0.049876,0.049725,1,839,0
SLC46A1,4,0.049926,0.049778,1,840,0
ATAD3B,4,0.049976,0.04983,1,841,0
TPP2,4,0.050027,0.049871,1,842,0
FXYD3,4,0.050077,0.049935,1,843,0
PRDX6,4,0.050178,0.050037,1,844,0
VEGFC,4,0.050228,0.050096,1,845,0
CCL19,4,0.050278,0.050149,1,846,0
UFL1,4,0.050329,0.050202,1,847,0
PIAS3,4,0.050379,0.050256,1,848,0
IRAK3,4,0.050429,0.050315,1,849,0
ARHGEF28,4,0.05048,0.05037,1,850,0
WDR5B,4,0.05053,0.050413,1,851,0
MALT1,4,0.050631,0.050503,1,852,0
HORMAD2,4,0.050681,0.050556,1,853,0
TSR1,4,0.050731,0.0506,1,854,0
FPGT,4,0.050782,0.050652,1,855,0
CHERP,4,0.050882,0.050753,1,856,0
DCK,4,0.050983,0.050845,1,857,0
CRTC2,4,0.051033,0.050894,1,858,0
MCAM,4,0.051084,0.05094,1,859,0
TIA1,4,0.051134,0.050985,1,860,0
C12orf40,4,0.051184,0.051038,1,861,0
CPSF2,4,0.051235,0.051089,1,862,0
ECSCR,4,0.051285,0.051137,1,863,0
SPANXN2,4,0.051335,0.051186,1,864,0
SZT2,4,0.051385,0.051234,1,865,0
NFKBIB,4,0.051436,0.051282,1,866,0
ZNF93,4,0.051536,0.05139,1,867,0
RP1,4,0.051587,0.051435,1,868,0
KCNK12,4,0.051637,0.05149,1,869,0
RAD54L,4,0.051687,0.051533,1,870,0
OR11A1,4,0.051738,0.051578,1,871,0
VPS26A,4,0.051788,0.051638,1,872,0
DENND5A,4,0.051838,0.051692,1,873,0
BCL2L11,4,0.051888,0.051738,1,874,0
TIGD1,4,0.051939,0.051787,1,875,0
AP1M1,4,0.051989,0.051832,1,876,0
ZNF318,4,0.052039,0.051887,1,877,0
MLLT4,4,0.052089,0.051935,1,878,0
ADAM19,4,0.05224,0.052076,1,879,0
ARHGAP32,4,0.052291,0.052129,1,880,0
CD200R1,4,0.052341,0.052187,1,881,0
CASK,4,0.052391,0.052243,1,882,0
PRY2,4,0.052441,0.052299,1,883,0
SH3BP4,4,0.052492,0.052346,1,884,0
TNFRSF18,4,0.052542,0.052403,1,885,0
HOXB8,4,0.052592,0.052454,1,886,0
RAB28,4,0.052642,0.052497,1,887,0
LAPTM4A,4,0.052693,0.052547,1,888,0
RPUSD2,4,0.052743,0.05259,1,889,0
CD99L2,4,0.052793,0.052647,1,890,0
C1QB,4,0.052843,0.05269,1,891,0
NLRC4,4,0.052894,0.052738,1,892,0
UBA7,4,0.052944,0.052795,1,893,0
PIKFYVE,4,0.052994,0.05284,1,894,0
TIGD5,4,0.053044,0.052885,1,895,0
USP11,4,0.053094,0.052944,1,896,0
UCP1,4,0.053145,0.052999,1,897,0
ROBO2,4,0.053245,0.053099,1,898,0
FCGR2B,4,0.053295,0.053151,1,899,0
KLRF1,4,0.053346,0.053205,1,900,0
ARHGAP19,4,0.053396,0.053247,1,901,0
OPN1MW,4,0.053446,0.053291,1,902,0
PHGR1,4,0.053496,0.053348,1,903,0
CYP2E1,4,0.053546,0.053393,1,904,0
CGA,4,0.053597,0.053437,1,905,0
PIK3C3,4,0.053647,0.053488,1,906,0
CDC42EP3,4,0.053697,0.053539,1,907,0
NDUFA8,4,0.053747,0.053584,1,908,0
HADH,4,0.053797,0.053635,1,909,0
EIF1,4,0.053848,0.053691,1,910,0
TGDS,4,0.053948,0.053791,1,911,0
NDUFB5,4,0.053998,0.05385,1,912,0
TMCC1,4,0.054099,0.053948,1,913,0
RGMB,4,0.054149,0.053994,1,914,0
CLEC16A,4,0.054199,0.054045,1,915,0
HSPBAP1,4,0.054249,0.054096,1,916,0
COMMD1,4,0.054299,0.054149,1,917,0
MCOLN2,4,0.05435,0.054209,1,918,0
TSPAN33,4,0.0544,0.054256,1,919,0
CAGE1,4,0.05445,0.054305,1,920,0
ERV3-1,4,0.05455,0.05439,1,921,0
DCHS1,4,0.0546,0.054442,1,922,0
E2F7,4,0.054651,0.054499,1,923,0
MGAT4D,4,0.054701,0.054552,1,924,0
MAPK12,4,0.054751,0.054595,1,925,0
GLIS2,4,0.054801,0.054646,1,926,0
ARL6IP1,4,0.054851,0.054691,1,927,0
ZFP64,4,0.054901,0.054747,1,928,0
TMEM179,4,0.054952,0.054796,1,929,0
P2RY8,4,0.055002,0.054844,1,930,0
NLRP3,4,0.055052,0.054893,1,931,0
TMEM199,4,0.055152,0.05499,1,932,0
DUOXA2,4,0.055253,0.05509,1,933,0
ZNF543,4,0.055253,0.05509,1,935,0
CHRNB1,4,0.055253,0.05509,1,934,0
RAB23,4,0.055353,0.055189,1,936,0
IGSF1,4,0.055403,0.055245,1,937,0
F12,4,0.055453,0.055303,1,938,0
GTF2H2,4,0.055503,0.055357,1,939,0
PRLR,4,0.055553,0.055409,1,940,0
FBXL13,4,0.055603,0.055471,1,941,0
CCDC160,4,0.055654,0.055514,1,942,0
P2RY14,4,0.055704,0.055562,1,943,0
OR6K3,4,0.055754,0.055609,1,944,0
FOXC2,4,0.055804,0.055654,1,945,0
LEMD3,4,0.055854,0.055697,1,946,0
TBX20,4,0.055904,0.055744,1,947,0
SEC14L6,4,0.055954,0.055793,1,948,0
ZNF250,4,0.056055,0.0559,1,949,0
TNFAIP8L2,4,0.056105,0.055952,1,950,0
OR5K1,4,0.056155,0.056003,1,951,0
MYLK4,4,0.056255,0.056111,1,952,0
MSH6,4,0.056305,0.056157,1,953,0
CUEDC2,4,0.056355,0.056209,1,954,0
NBPF15,4,0.056405,0.056261,1,955,0
GSG2,4,0.056455,0.056317,1,956,0
PTCH2,4,0.056505,0.056367,1,957,0
ADPRHL2,4,0.056556,0.056421,1,958,0
DDX60,4,0.056606,0.056472,1,959,0
ECHDC3,4,0.056656,0.056523,1,960,0
SELK,4,0.056756,0.056615,1,961,0
NMB,4,0.056856,0.056708,1,962,0
KCND3,4,0.056906,0.056748,1,963,0
TCF4,4,0.056956,0.056795,1,964,0
TSHZ2,4,0.057006,0.056844,1,965,0
GLG1,4,0.057056,0.056899,1,966,0
MYO1C,4,0.057106,0.056949,1,967,0
PRKAR1B,4,0.057157,0.057004,1,968,0
ASIP,4,0.057207,0.057056,1,969,0
EME2,4,0.057257,0.057107,1,970,0
CHSY3,4,0.057307,0.057172,1,971,0
NDUFA4L2,4,0.057357,0.057231,1,972,0
ST8SIA5,4,0.057457,0.057331,1,973,0
C2orf88,4,0.057557,0.057416,1,974,0
ZNF430,4,0.057607,0.057454,1,975,0
KRT10,4,0.057657,0.057506,1,976,0
PDE3A,4,0.057707,0.057553,1,977,0
UTS2,4,0.057757,0.057597,1,978,0
ADAM8,4,0.057807,0.057658,1,979,0
RPRML,4,0.057857,0.057714,1,980,0
CFC1,4,0.057907,0.057767,1,981,0
NAGPA,4,0.057957,0.057825,1,982,0
LTBP1,4,0.058007,0.057874,1,983,0
APOBEC3A,4,0.058057,0.057927,1,984,0
ATP6V1B2,4,0.058107,0.057979,1,985,0
DMXL2,4,0.058158,0.058032,1,986,0
TYK2,4,0.058208,0.058081,1,987,0
PAX2,4,0.058258,0.058129,1,988,0
PEG10,4,0.058308,0.058184,1,989,0
SAP18,4,0.058358,0.058236,1,990,0
POU2F2,4,0.058408,0.058284,1,991,0
ZNF71,4,0.058458,0.05834,1,992,0
LIF,4,0.058508,0.058383,1,993,0
PIK3R4,4,0.058558,0.05844,1,994,0
CAPZA1,4,0.058608,0.058483,1,995,0
GP6,4,0.058658,0.058535,1,996,0
WDR87,4,0.058708,0.058586,1,997,0
FBRSL1,4,0.058758,0.058634,1,998,0
L2HGDH,4,0.058808,0.058678,1,999,0
SRL,4,0.058858,0.058726,1,1000,0
UMAD1,4,0.058908,0.058766,1,1001,0
ALOX15,4,0.058958,0.058822,1,1002,0
CSGALNACT2,4,0.059008,0.058872,1,1003,0
CNOT7,4,0.059058,0.058932,1,1004,0
KIF7,4,0.059108,0.058989,1,1005,0
IMPG1,4,0.059158,0.059032,1,1006,0
MAGEB10,4,0.059208,0.059074,1,1007,0
P2RX2,4,0.059258,0.059125,1,1008,0
ADGRA2,4,0.059308,0.059179,1,1009,0
VPS39,4,0.059358,0.059237,1,1010,0
GRAP,4,0.059408,0.059292,1,1011,0
OR4K1,4,0.059458,0.059332,1,1012,0
TAS2R7,4,0.059508,0.059378,1,1013,0
TRIM66,4,0.059558,0.059432,1,1014,0
SYNPO2,4,0.059608,0.059484,1,1015,0
C18orf21,4,0.059657,0.059538,1,1016,0
C7,4,0.059707,0.059589,1,1017,0
GRHL3,4,0.059757,0.059638,1,1018,0
ARRB2,4,0.059807,0.059689,1,1019,0
WDR11,4,0.059857,0.059732,1,1020,0
CLIC5,4,0.059907,0.059786,1,1021,0
NEB,4,0.059957,0.059828,1,1022,0
CDAN1,4,0.060007,0.059873,1,1023,0
EVI2B,4,0.060107,0.059974,1,1024,0
GYPA,4,0.060157,0.060028,1,1025,0
PURA,4,0.060207,0.060075,1,1026,0
WDR59,4,0.060357,0.060222,1,1027,0
HBEGF,4,0.060407,0.06027,1,1028,0
ARMC3,4,0.060457,0.060325,1,1029,0
RPS26,4,0.060557,0.060427,1,1030,0
UGT1A10,4,0.060607,0.060477,1,1031,0
ADGRF1,4,0.060656,0.060521,1,1032,0
TOLLIP,4,0.060706,0.060579,1,1033,0
C2orf80,4,0.060806,0.06067,1,1034,0
FOS,4,0.060906,0.060763,1,1035,0
GID4,4,0.060956,0.060805,1,1036,0
UBXN1,4,0.061006,0.060861,1,1037,0
RBM42,4,0.061056,0.06091,1,1038,0
EPM2A,4,0.061106,0.060963,1,1039,0
ZER1,4,0.061156,0.061012,1,1040,0
MACF1,4,0.061206,0.061066,1,1041,0
SPRR2E,4,0.061255,0.061118,1,1042,0
L1CAM,4,0.061305,0.061164,1,1043,0
CYP4Z1,4,0.061355,0.061218,1,1044,0
LOC101929983,4,0.061405,0.061265,1,1045,0
PDSS2,4,0.061455,0.061308,1,1046,0
PCYT1B,4,0.061505,0.061357,1,1047,0
SOCS3,4,0.061555,0.061418,1,1048,0
EHD1,4,0.061605,0.061466,1,1049,0
TFPI,4,0.061655,0.06152,1,1050,0
PKD2L2,4,0.061705,0.061568,1,1051,0
TMEM17,4,0.061754,0.061617,1,1052,0
LNPEP,4,0.061804,0.061663,1,1053,0
DCAF10,4,0.061854,0.061713,1,1054,0
PARD6B,4,0.061904,0.061767,1,1055,0
RAD50,4,0.062004,0.061864,1,1056,0
ADPGK,4,0.062054,0.061911,1,1057,0
JDP2,4,0.062104,0.061969,1,1058,0
RAB1A,4,0.062153,0.062018,1,1059,0
DDAH1,4,0.062203,0.06207,1,1060,0
TRMT44,4,0.062253,0.06211,1,1061,0
WSCD2,4,0.062303,0.062154,1,1062,0
SH3BGRL,4,0.062403,0.062255,1,1063,0
SEMA4D,4,0.062453,0.062302,1,1064,0
MRPS31,4,0.062502,0.062347,1,1065,0
OXER1,4,0.062602,0.062439,1,1066,0
SOWAHD,4,0.062652,0.062491,1,1067,0
VASN,4,0.062702,0.06254,1,1068,0
ZNF546,4,0.062752,0.062596,1,1069,0
PRDM16,4,0.062802,0.062641,1,1070,0
CLN6,4,0.062851,0.062689,1,1071,0
PLS1,4,0.062901,0.062737,1,1072,0
PTPN2,4,0.063001,0.062831,1,1073,0
NR1I3,4,0.063051,0.06288,1,1074,0
ZNF165,4,0.063101,0.062928,1,1075,0
CREBL2,4,0.0632,0.063032,1,1076,0
C4B,4,0.06335,0.063183,1,1077,0
NCAM1,4,0.063449,0.063292,1,1078,0
MSC,4,0.063499,0.063338,1,1079,0
IL21R,4,0.063549,0.063393,1,1080,0
PAQR7,4,0.063599,0.063447,1,1081,0
TVP23C-CDRT4,4,0.063698,0.06355,1,1082,0
VPS13C,4,0.063748,0.063595,1,1083,0
PHOSPHO2-KLHL23,4,0.063798,0.06364,1,1084,0
MTHFS,4,0.063848,0.063692,1,1085,0
SBK1,4,0.063898,0.06374,1,1086,0
APOL3,4,0.063947,0.063796,1,1087,0
DNTTIP1,4,0.063997,0.063844,1,1088,0
DPF2,4,0.064047,0.063894,1,1089,0
AMPD1,4,0.064097,0.06394,1,1090,0
CDADC1,4,0.064147,0.063998,1,1091,0
NPRL3,4,0.064196,0.064056,1,1092,0
CBLB,4,0.064246,0.064101,1,1093,0
HSP90AA1,4,0.064296,0.064141,1,1094,0
SAR1A,4,0.064346,0.064195,1,1095,0
TUSC2,4,0.064396,0.064247,1,1096,0
COMP,4,0.064445,0.0643,1,1097,0
RFWD2,4,0.064545,0.064401,1,1098,0
GBP6,4,0.064595,0.064459,1,1099,0
TMEM257,4,0.064644,0.064506,1,1100,0
TMEM252,4,0.064694,0.064554,1,1101,0
CDC42BPG,4,0.064744,0.06461,1,1102,0
TOB1,4,0.064794,0.06465,1,1103,0
ZSCAN20,4,0.064893,0.064753,1,1104,0
MYO1A,4,0.064993,0.064844,1,1105,0
PADI3,4,0.065042,0.064892,1,1106,0
ZCCHC13,4,0.065092,0.064948,1,1107,0
MAP4K5,4,0.065142,0.065002,1,1108,0
USP22,4,0.065192,0.065049,1,1109,0
HNRNPCL2,4,0.065291,0.065147,1,1110,0
BCDIN3D,4,0.065341,0.065198,1,1111,0
GTF3A,4,0.065391,0.065251,1,1112,0
PPP6R1,4,0.06544,0.06531,1,1113,0
NOTCH1,4,0.06549,0.065361,1,1114,0
FAM173B,4,0.06554,0.065412,1,1115,0
SUCLG2,4,0.06559,0.065464,1,1116,0
SUMF2,4,0.065639,0.065521,1,1117,0
ALK,4,0.065689,0.065565,1,1118,0
ACTN2,4,0.065739,0.065617,1,1119,0
RCN2,4,0.065789,0.065662,1,1120,0
CRACR2B,4,0.065838,0.065713,1,1121,0
CXCL8,4,0.065888,0.06576,1,1122,0
FBXO42,4,0.065938,0.065803,1,1123,0
TMEM132C,4,0.065987,0.065852,1,1124,0
EGR2,4,0.066037,0.065915,1,1125,0
